,champ,role,side,x,y,second
1263,missfortune,adc,blue,,,155
1262,azir,mid,blue,0.5570469798657718,0.4805194805194805,155
1260,zac,top,blue,,,155
1264,braum,sup,blue,,,155
1276,trundle,jgl,red,0.8590604026845637,0.7402597402597403,156
1279,janna,sup,red,0.9664429530201343,0.7727272727272727,156
1278,aphelios,adc,red,,,156
1277,corki,mid,red,0.5973154362416108,0.4155844155844156,156
1275,ornn,top,red,,,156
1270,zac,top,blue,,,156
1273,missfortune,adc,blue,,,156
1272,azir,mid,blue,,,156
1271,gragas,jgl,blue,0.2214765100671141,0.5,156
1274,braum,sup,blue,,,156
1289,janna,sup,red,,,157
1288,aphelios,adc,red,,,157
1287,corki,mid,red,,,157
1286,trundle,jgl,red,0.8657718120805369,0.7727272727272727,157
1285,ornn,top,red,,,157
1284,braum,sup,blue,,,157
1282,azir,mid,blue,,,157
1281,gragas,jgl,blue,0.22818791946308725,0.5194805194805194,157
1280,zac,top,blue,,,157
1283,missfortune,adc,blue,,,157
1297,corki,mid,red,0.5838926174496645,0.4155844155844156,158
1299,janna,sup,red,,,158
1298,aphelios,adc,red,,,158
1296,trundle,jgl,red,,,158
1295,ornn,top,red,,,158
1293,missfortune,adc,blue,,,158
1292,azir,mid,blue,,,158
1291,gragas,jgl,blue,0.24161073825503357,0.538961038961039,158
1290,zac,top,blue,,,158
1294,braum,sup,blue,,,158
1304,braum,sup,blue,,,159
1300,zac,top,blue,,,159
1301,gragas,jgl,blue,0.2550335570469799,0.5584415584415584,159
1302,azir,mid,blue,,,159
1303,missfortune,adc,blue,,,159
1305,ornn,top,red,,,159
1306,trundle,jgl,red,,,159
1307,corki,mid,red,0.6040268456375839,0.4090909090909091,159
1308,aphelios,adc,red,,,159
1309,janna,sup,red,,,159
1318,aphelios,adc,red,,,160
1319,janna,sup,red,,,160
1316,trundle,jgl,red,,,160
1315,ornn,top,red,,,160
1317,corki,mid,red,0.6174496644295302,0.4090909090909091,160
1313,missfortune,adc,blue,,,160
1312,azir,mid,blue,,,160
1311,gragas,jgl,blue,0.2751677852348993,0.5714285714285714,160
1310,zac,top,blue,,,160
1314,braum,sup,blue,,,160
1329,janna,sup,red,,,162
1328,aphelios,adc,red,,,162
1326,trundle,jgl,red,,,162
1325,ornn,top,red,,,162
1327,corki,mid,red,0.6308724832214765,0.42857142857142855,162
1323,missfortune,adc,blue,,,162
1322,azir,mid,blue,,,162
1321,gragas,jgl,blue,0.2953020134228188,0.577922077922078,162
1320,zac,top,blue,,,162
1324,braum,sup,blue,,,162
1339,janna,sup,red,0.8590604026845637,0.8961038961038961,163
1330,zac,top,blue,,,163
1331,gragas,jgl,blue,0.3221476510067114,0.5844155844155844,163
1332,azir,mid,blue,,,163
1333,missfortune,adc,blue,,,163
1334,braum,sup,blue,,,163
1335,ornn,top,red,,,163
1336,trundle,jgl,red,,,163
1337,corki,mid,red,,,163
1338,aphelios,adc,red,,,163
1347,corki,mid,red,0.6241610738255033,0.44155844155844154,164
1346,trundle,jgl,red,,,164
1348,aphelios,adc,red,,,164
1345,ornn,top,red,,,164
1349,janna,sup,red,0.8657718120805369,0.8961038961038961,164
1343,missfortune,adc,blue,,,164
1342,azir,mid,blue,,,164
1341,gragas,jgl,blue,0.3422818791946309,0.5974025974025974,164
1340,zac,top,blue,,,164
1344,braum,sup,blue,,,164
1359,janna,sup,red,0.87248322147651,0.8961038961038961,165
1358,aphelios,adc,red,,,165
1357,corki,mid,red,,,165
1356,trundle,jgl,red,,,165
1355,ornn,top,red,,,165
1351,gragas,jgl,blue,0.3624161073825503,0.6103896103896104,165
1353,missfortune,adc,blue,,,165
1352,azir,mid,blue,,,165
1354,braum,sup,blue,,,165
1350,zac,top,blue,,,165
1369,janna,sup,red,0.8791946308724832,0.8961038961038961,166
1368,aphelios,adc,red,,,166
1367,corki,mid,red,0.6308724832214765,0.42857142857142855,166
1366,trundle,jgl,red,,,166
1365,ornn,top,red,,,166
1363,missfortune,adc,blue,,,166
1362,azir,mid,blue,,,166
1361,gragas,jgl,blue,0.3825503355704698,0.6233766233766234,166
1360,zac,top,blue,,,166
1364,braum,sup,blue,,,166
1376,trundle,jgl,red,,,167
1379,janna,sup,red,0.8859060402684564,0.8896103896103896,167
1378,aphelios,adc,red,,,167
1377,corki,mid,red,,,167
1375,ornn,top,red,,,167
1374,braum,sup,blue,,,167
1373,missfortune,adc,blue,,,167
1372,azir,mid,blue,0.5503355704697986,0.4675324675324675,167
1371,gragas,jgl,blue,0.40268456375838924,0.6363636363636364,167
1370,zac,top,blue,,,167
1389,janna,sup,red,0.8859060402684564,0.8766233766233766,168
1388,aphelios,adc,red,,,168
1387,corki,mid,red,,,168
1386,trundle,jgl,red,,,168
1385,ornn,top,red,,,168
1384,braum,sup,blue,,,168
1383,missfortune,adc,blue,,,168
1382,azir,mid,blue,0.5570469798657718,0.4675324675324675,168
1381,gragas,jgl,blue,0.4228187919463087,0.6493506493506493,168
1380,zac,top,blue,,,168
1398,aphelios,adc,red,,,169
1397,corki,mid,red,,,169
1396,trundle,jgl,red,,,169
1395,ornn,top,red,,,169
1399,janna,sup,red,0.8859060402684564,0.8766233766233766,169
1393,missfortune,adc,blue,,,169
1392,azir,mid,blue,,,169
1391,gragas,jgl,blue,0.4429530201342282,0.6688311688311688,169
1390,zac,top,blue,,,169
1394,braum,sup,blue,,,169
1409,janna,sup,red,0.8993288590604027,0.8701298701298701,170
1408,aphelios,adc,red,,,170
1407,corki,mid,red,,,170
1406,trundle,jgl,red,,,170
1405,ornn,top,red,,,170
1403,missfortune,adc,blue,,,170
1402,azir,mid,blue,0.5637583892617449,0.474025974025974,170
1401,gragas,jgl,blue,0.46308724832214765,0.6818181818181818,170
1400,zac,top,blue,,,170
1404,braum,sup,blue,,,170
1414,braum,sup,blue,,,171
1410,zac,top,blue,,,171
1411,gragas,jgl,blue,0.47651006711409394,0.7012987012987013,171
1412,azir,mid,blue,0.5637583892617449,0.461038961038961,171
1413,missfortune,adc,blue,,,171
1415,ornn,top,red,,,171
1416,trundle,jgl,red,,,171
1417,corki,mid,red,,,171
1418,aphelios,adc,red,,,171
1419,janna,sup,red,0.8993288590604027,0.8441558441558441,171
1427,corki,mid,red,0.6308724832214765,0.4090909090909091,172
1429,janna,sup,red,,,172
1426,trundle,jgl,red,,,172
1428,aphelios,adc,red,,,172
1425,ornn,top,red,,,172
1424,braum,sup,blue,,,172
1423,missfortune,adc,blue,,,172
1422,azir,mid,blue,,,172
1421,gragas,jgl,blue,0.4966442953020134,0.7142857142857143,172
1420,zac,top,blue,,,172
1439,janna,sup,red,0.912751677852349,0.8116883116883117,173
1438,aphelios,adc,red,,,173
1437,corki,mid,red,0.6308724832214765,0.4025974025974026,173
1436,trundle,jgl,red,,,173
1435,ornn,top,red,,,173
1433,missfortune,adc,blue,,,173
1432,azir,mid,blue,,,173
1431,gragas,jgl,blue,0.5167785234899329,0.7272727272727273,173
1430,zac,top,blue,,,173
1434,braum,sup,blue,,,173
1446,trundle,jgl,red,,,174
1449,janna,sup,red,0.912751677852349,0.7987012987012987,174
1448,aphelios,adc,red,,,174
1447,corki,mid,red,0.6375838926174496,0.3961038961038961,174
1445,ornn,top,red,,,174
1440,zac,top,blue,,,174
1443,missfortune,adc,blue,,,174
1442,azir,mid,blue,,,174
1441,gragas,jgl,blue,0.5369127516778524,0.7272727272727273,174
1444,braum,sup,blue,,,174
1455,ornn,top,red,,,175
1458,aphelios,adc,red,,,175
1457,corki,mid,red,,,175
1456,trundle,jgl,red,,,175
1459,janna,sup,red,0.912751677852349,0.7987012987012987,175
1454,braum,sup,blue,0.7986577181208053,0.9025974025974026,175
1452,azir,mid,blue,0.5637583892617449,0.42857142857142855,175
1451,gragas,jgl,blue,0.5503355704697986,0.7272727272727273,175
1450,zac,top,blue,,,175
1453,missfortune,adc,blue,,,175
1469,janna,sup,red,0.9060402684563759,0.7987012987012987,176
1468,aphelios,adc,red,,,176
1467,corki,mid,red,0.6442953020134228,0.42857142857142855,176
1466,trundle,jgl,red,,,176
1465,ornn,top,red,,,176
1463,missfortune,adc,blue,,,176
1462,azir,mid,blue,,,176
1461,gragas,jgl,blue,0.5503355704697986,0.7402597402597403,176
1460,zac,top,blue,,,176
1464,braum,sup,blue,,,176
1476,trundle,jgl,red,,,177
1479,janna,sup,red,,,177
1478,aphelios,adc,red,,,177
1477,corki,mid,red,0.6308724832214765,0.42857142857142855,177
1475,ornn,top,red,,,177
1470,zac,top,blue,,,177
1473,missfortune,adc,blue,,,177
1472,azir,mid,blue,,,177
1471,gragas,jgl,blue,0.5570469798657718,0.7532467532467533,177
1474,braum,sup,blue,0.7785234899328859,0.8896103896103896,177
1486,trundle,jgl,red,,,178
1489,janna,sup,red,,,178
1488,aphelios,adc,red,,,178
1487,corki,mid,red,,,178
1485,ornn,top,red,,,178
1480,zac,top,blue,,,178
1483,missfortune,adc,blue,,,178
1482,azir,mid,blue,,,178
1481,gragas,jgl,blue,0.5637583892617449,0.7532467532467533,178
1484,braum,sup,blue,,,178
1499,janna,sup,red,0.8322147651006712,0.7727272727272727,179
1498,aphelios,adc,red,,,179
1497,corki,mid,red,0.6241610738255033,0.42857142857142855,179
1496,trundle,jgl,red,,,179
1495,ornn,top,red,,,179
1493,missfortune,adc,blue,,,179
1492,azir,mid,blue,,,179
1491,gragas,jgl,blue,0.5637583892617449,0.7532467532467533,179
1490,zac,top,blue,,,179
1494,braum,sup,blue,,,179
1516,trundle,jgl,red,,,181
1519,janna,sup,red,,,181
1518,aphelios,adc,red,0.8590604026845637,0.8441558441558441,181
1517,corki,mid,red,0.610738255033557,0.4025974025974026,181
1515,ornn,top,red,,,181
1514,braum,sup,blue,,,181
1513,missfortune,adc,blue,0.7449664429530202,0.8961038961038961,181
1512,azir,mid,blue,,,181
1511,gragas,jgl,blue,0.5771812080536913,0.7532467532467533,181
1510,zac,top,blue,,,181
1529,janna,sup,red,0.825503355704698,0.7792207792207793,182
1528,aphelios,adc,red,,,182
1527,corki,mid,red,,,182
1526,trundle,jgl,red,,,182
1525,ornn,top,red,,,182
1524,braum,sup,blue,,,182
1523,missfortune,adc,blue,0.7248322147651006,0.8831168831168831,182
1522,azir,mid,blue,0.5436241610738255,0.44805194805194803,182
1521,gragas,jgl,blue,0.5704697986577181,0.7532467532467533,182
1520,zac,top,blue,,,182
1538,aphelios,adc,red,,,183
1537,corki,mid,red,0.5973154362416108,0.4025974025974026,183
1536,trundle,jgl,red,,,183
1535,ornn,top,red,,,183
1539,janna,sup,red,0.8389261744966443,0.7987012987012987,183
1533,missfortune,adc,blue,0.7315436241610739,0.8831168831168831,183
1532,azir,mid,blue,,,183
1531,gragas,jgl,blue,0.5704697986577181,0.7532467532467533,183
1530,zac,top,blue,,,183
1534,braum,sup,blue,,,183
1548,aphelios,adc,red,,,184
1547,corki,mid,red,0.5906040268456376,0.4025974025974026,184
1546,trundle,jgl,red,,,184
1545,ornn,top,red,,,184
1549,janna,sup,red,0.8389261744966443,0.8051948051948052,184
1543,missfortune,adc,blue,0.7516778523489933,0.9025974025974026,184
1542,azir,mid,blue,,,184
1541,gragas,jgl,blue,0.5704697986577181,0.7532467532467533,184
1540,zac,top,blue,,,184
1544,braum,sup,blue,,,184
1559,janna,sup,red,0.8389261744966443,0.8311688311688312,185
1558,aphelios,adc,red,,,185
1557,corki,mid,red,,,185
1556,trundle,jgl,red,0.7919463087248322,0.7207792207792207,185
1555,ornn,top,red,,,185
1554,braum,sup,blue,,,185
1552,azir,mid,blue,0.5234899328859061,0.461038961038961,185
1551,gragas,jgl,blue,0.5704697986577181,0.7532467532467533,185
1550,zac,top,blue,,,185
1553,missfortune,adc,blue,,,185
1566,trundle,jgl,red,0.7919463087248322,0.7272727272727273,186
1568,aphelios,adc,red,,,186
1567,corki,mid,red,0.5973154362416108,0.4155844155844156,186
1565,ornn,top,red,,,186
1569,janna,sup,red,0.8322147651006712,0.8571428571428571,186
1563,missfortune,adc,blue,,,186
1562,azir,mid,blue,,,186
1561,gragas,jgl,blue,0.5771812080536913,0.7532467532467533,186
1560,zac,top,blue,,,186
1564,braum,sup,blue,,,186
1579,janna,sup,red,0.8120805369127517,0.8701298701298701,188
1578,aphelios,adc,red,,,188
1577,corki,mid,red,0.6040268456375839,0.4090909090909091,188
1576,trundle,jgl,red,0.7785234899328859,0.7532467532467533,188
1575,ornn,top,red,,,188
1574,braum,sup,blue,0.697986577181208,0.8961038961038961,188
1573,missfortune,adc,blue,,,188
1572,azir,mid,blue,,,188
1571,gragas,jgl,blue,0.5704697986577181,0.7597402597402597,188
1570,zac,top,blue,,,188
1588,aphelios,adc,red,,,189
1587,corki,mid,red,0.610738255033557,0.4155844155844156,189
1586,trundle,jgl,red,0.7583892617449665,0.7662337662337663,189
1585,ornn,top,red,,,189
1589,janna,sup,red,0.8120805369127517,0.8831168831168831,189
1583,missfortune,adc,blue,,,189
1582,azir,mid,blue,,,189
1581,gragas,jgl,blue,0.5906040268456376,0.7922077922077922,189
1580,zac,top,blue,,,189
1584,braum,sup,blue,,,189
1598,aphelios,adc,red,,,190
1597,corki,mid,red,,,190
1596,trundle,jgl,red,0.7449664429530202,0.7922077922077922,190
1595,ornn,top,red,,,190
1599,janna,sup,red,0.825503355704698,0.8636363636363636,190
1593,missfortune,adc,blue,,,190
1592,azir,mid,blue,0.5436241610738255,0.461038961038961,190
1591,gragas,jgl,blue,0.5906040268456376,0.8051948051948052,190
1590,zac,top,blue,,,190
1594,braum,sup,blue,,,190
1609,janna,sup,red,0.825503355704698,0.8636363636363636,191
1608,aphelios,adc,red,,,191
1607,corki,mid,red,0.6308724832214765,0.42207792207792205,191
1606,trundle,jgl,red,0.7449664429530202,0.7987012987012987,191
1605,ornn,top,red,,,191
1604,braum,sup,blue,,,191
1602,azir,mid,blue,,,191
1601,gragas,jgl,blue,0.6040268456375839,0.8116883116883117,191
1600,zac,top,blue,,,191
1603,missfortune,adc,blue,,,191
1616,trundle,jgl,red,,,192
1618,aphelios,adc,red,,,192
1617,corki,mid,red,0.6375838926174496,0.42857142857142855,192
1615,ornn,top,red,,,192
1619,janna,sup,red,0.8120805369127517,0.8701298701298701,192
1613,missfortune,adc,blue,,,192
1610,zac,top,blue,,,192
1614,braum,sup,blue,,,192
1612,azir,mid,blue,,,192
1611,gragas,jgl,blue,0.6040268456375839,0.8246753246753247,192
1628,aphelios,adc,red,,,193
1627,corki,mid,red,0.6308724832214765,0.4155844155844156,193
1626,trundle,jgl,red,,,193
1625,ornn,top,red,,,193
1629,janna,sup,red,0.8187919463087249,0.8636363636363636,193
1623,missfortune,adc,blue,,,193
1622,azir,mid,blue,,,193
1621,gragas,jgl,blue,0.5973154362416108,0.8376623376623377,193
1620,zac,top,blue,,,193
1624,braum,sup,blue,,,193
1639,janna,sup,red,0.825503355704698,0.8636363636363636,194
1638,aphelios,adc,red,,,194
1637,corki,mid,red,0.6174496644295302,0.4155844155844156,194
1636,trundle,jgl,red,,,194
1635,ornn,top,red,,,194
1634,braum,sup,blue,,,194
1632,azir,mid,blue,,,194
1630,zac,top,blue,,,194
1633,missfortune,adc,blue,,,194
1631,gragas,jgl,blue,0.5838926174496645,0.8376623376623377,194
1649,janna,sup,red,0.7986577181208053,0.8636363636363636,195
1645,ornn,top,red,,,195
1648,aphelios,adc,red,,,195
1647,corki,mid,red,,,195
1646,trundle,jgl,red,,,195
1644,braum,sup,blue,,,195
1642,azir,mid,blue,0.5838926174496645,0.4805194805194805,195
1641,gragas,jgl,blue,0.5704697986577181,0.8506493506493507,195
1640,zac,top,blue,,,195
1643,missfortune,adc,blue,,,195
1658,aphelios,adc,red,,,196
1657,corki,mid,red,0.6308724832214765,0.4090909090909091,196
1656,trundle,jgl,red,,,196
1655,ornn,top,red,,,196
1659,janna,sup,red,0.785234899328859,0.8571428571428571,196
1653,missfortune,adc,blue,,,196
1652,azir,mid,blue,0.5906040268456376,0.5064935064935064,196
1651,gragas,jgl,blue,,,196
1650,zac,top,blue,,,196
1654,braum,sup,blue,,,196
1669,janna,sup,red,,,197
1668,aphelios,adc,red,,,197
1667,corki,mid,red,0.6308724832214765,0.4090909090909091,197
1666,trundle,jgl,red,,,197
1665,ornn,top,red,,,197
1664,braum,sup,blue,,,197
1662,azir,mid,blue,0.6040268456375839,0.525974025974026,197
1661,gragas,jgl,blue,,,197
1660,zac,top,blue,,,197
1663,missfortune,adc,blue,,,197
1676,trundle,jgl,red,,,198
1678,aphelios,adc,red,,,198
1677,corki,mid,red,0.6375838926174496,0.4025974025974026,198
1675,ornn,top,red,0.22818791946308725,0.11688311688311688,198
1679,janna,sup,red,,,198
1673,missfortune,adc,blue,,,198
1672,azir,mid,blue,0.6174496644295302,0.538961038961039,198
1671,gragas,jgl,blue,,,198
1670,zac,top,blue,,,198
1674,braum,sup,blue,,,198
1689,janna,sup,red,0.7583892617449665,0.8051948051948052,199
1688,aphelios,adc,red,,,199
1687,corki,mid,red,0.6174496644295302,0.3961038961038961,199
1686,trundle,jgl,red,,,199
1685,ornn,top,red,0.22818791946308725,0.11688311688311688,199
1684,braum,sup,blue,,,199
1683,missfortune,adc,blue,,,199
1682,azir,mid,blue,0.6375838926174496,0.5584415584415584,199
1681,gragas,jgl,blue,,,199
1680,zac,top,blue,,,199
1698,aphelios,adc,red,,,200
1697,corki,mid,red,0.610738255033557,0.4025974025974026,200
1696,trundle,jgl,red,,,200
1695,ornn,top,red,,,200
1699,janna,sup,red,,,200
1693,missfortune,adc,blue,,,200
1692,azir,mid,blue,0.6510067114093959,0.577922077922078,200
1691,gragas,jgl,blue,0.6174496644295302,0.8181818181818182,200
1690,zac,top,blue,,,200
1694,braum,sup,blue,,,200
1708,aphelios,adc,red,,,201
1707,corki,mid,red,,,201
1706,trundle,jgl,red,0.7718120805369127,0.7662337662337663,201
1705,ornn,top,red,,,201
1709,janna,sup,red,,,201
1703,missfortune,adc,blue,,,201
1702,azir,mid,blue,0.6375838926174496,0.5714285714285714,201
1701,gragas,jgl,blue,0.6040268456375839,0.8181818181818182,201
1700,zac,top,blue,,,201
1704,braum,sup,blue,,,201
1719,janna,sup,red,,,202
1718,aphelios,adc,red,0.8322147651006712,0.8506493506493507,202
1717,corki,mid,red,0.6040268456375839,0.4155844155844156,202
1716,trundle,jgl,red,,,202
1715,ornn,top,red,,,202
1714,braum,sup,blue,,,202
1712,azir,mid,blue,0.6174496644295302,0.5584415584415584,202
1711,gragas,jgl,blue,0.5973154362416108,0.8246753246753247,202
1710,zac,top,blue,,,202
1713,missfortune,adc,blue,,,202
1726,trundle,jgl,red,,,203
1729,janna,sup,red,,,203
1728,aphelios,adc,red,0.8389261744966443,0.8311688311688312,203
1727,corki,mid,red,,,203
1725,ornn,top,red,,,203
1724,braum,sup,blue,,,203
1723,missfortune,adc,blue,,,203
1722,azir,mid,blue,0.6040268456375839,0.5454545454545454,203
1721,gragas,jgl,blue,0.5906040268456376,0.8311688311688312,203
1720,zac,top,blue,,,203
1739,janna,sup,red,,,204
1738,aphelios,adc,red,,,204
1737,corki,mid,red,,,204
1736,trundle,jgl,red,0.7785234899328859,0.6948051948051948,204
1735,ornn,top,red,,,204
1734,braum,sup,blue,,,204
1733,missfortune,adc,blue,,,204
1732,azir,mid,blue,0.5838926174496645,0.5324675324675324,204
1731,gragas,jgl,blue,0.5838926174496645,0.8311688311688312,204
1730,zac,top,blue,,,204
1748,aphelios,adc,red,,,205
1747,corki,mid,red,0.5570469798657718,0.44805194805194803,205
1746,trundle,jgl,red,0.7718120805369127,0.6753246753246753,205
1745,ornn,top,red,,,205
1749,janna,sup,red,0.7986577181208053,0.7792207792207793,205
1743,missfortune,adc,blue,,,205
1742,azir,mid,blue,,,205
1741,gragas,jgl,blue,0.5838926174496645,0.8311688311688312,205
1740,zac,top,blue,,,205
1744,braum,sup,blue,,,205
1758,aphelios,adc,red,,,206
1757,corki,mid,red,0.5570469798657718,0.43506493506493504,206
1756,trundle,jgl,red,0.7718120805369127,0.6688311688311688,206
1755,ornn,top,red,,,206
1759,janna,sup,red,0.825503355704698,0.7597402597402597,206
1753,missfortune,adc,blue,,,206
1752,azir,mid,blue,,,206
1751,gragas,jgl,blue,0.5906040268456376,0.8311688311688312,206
1750,zac,top,blue,,,206
1754,braum,sup,blue,,,206
1769,janna,sup,red,0.8456375838926175,0.7402597402597403,207
1768,aphelios,adc,red,,,207
1767,corki,mid,red,,,207
1766,trundle,jgl,red,0.785234899328859,0.6688311688311688,207
1765,ornn,top,red,,,207
1764,braum,sup,blue,,,207
1762,azir,mid,blue,0.5234899328859061,0.5,207
1761,gragas,jgl,blue,0.5771812080536913,0.8311688311688312,207
1760,zac,top,blue,,,207
1763,missfortune,adc,blue,,,207
1776,trundle,jgl,red,0.785234899328859,0.6688311688311688,208
1778,aphelios,adc,red,,,208
1777,corki,mid,red,,,208
1775,ornn,top,red,,,208
1779,janna,sup,red,0.8456375838926175,0.7402597402597403,208
1773,missfortune,adc,blue,,,208
1772,azir,mid,blue,,,208
1771,gragas,jgl,blue,0.5704697986577181,0.8376623376623377,208
1770,zac,top,blue,,,208
1774,braum,sup,blue,,,208
1789,janna,sup,red,0.8456375838926175,0.7402597402597403,209
1788,aphelios,adc,red,,,209
1787,corki,mid,red,,,209
1786,trundle,jgl,red,0.785234899328859,0.6688311688311688,209
1785,ornn,top,red,,,209
1784,braum,sup,blue,,,209
1783,missfortune,adc,blue,,,209
1782,azir,mid,blue,0.5234899328859061,0.4805194805194805,209
1781,gragas,jgl,blue,0.5771812080536913,0.8376623376623377,209
1780,zac,top,blue,,,209
1798,aphelios,adc,red,,,210
1797,corki,mid,red,,,210
1796,trundle,jgl,red,0.785234899328859,0.6688311688311688,210
1795,ornn,top,red,0.22818791946308725,0.1038961038961039,210
1799,janna,sup,red,,,210
1793,missfortune,adc,blue,,,210
1792,azir,mid,blue,0.5167785234899329,0.487012987012987,210
1791,gragas,jgl,blue,0.5771812080536913,0.8376623376623377,210
1790,zac,top,blue,,,210
1794,braum,sup,blue,,,210
1808,aphelios,adc,red,,,211
1807,corki,mid,red,,,211
1806,trundle,jgl,red,0.785234899328859,0.6688311688311688,211
1805,ornn,top,red,,,211
1809,janna,sup,red,0.8456375838926175,0.7402597402597403,211
1803,missfortune,adc,blue,,,211
1802,azir,mid,blue,0.5167785234899329,0.4805194805194805,211
1801,gragas,jgl,blue,0.5771812080536913,0.8376623376623377,211
1800,zac,top,blue,,,211
1804,braum,sup,blue,0.8053691275167785,0.922077922077922,211
1819,janna,sup,red,,,212
1818,aphelios,adc,red,,,212
1817,corki,mid,red,,,212
1816,trundle,jgl,red,0.785234899328859,0.6688311688311688,212
1815,ornn,top,red,,,212
1814,braum,sup,blue,0.8187919463087249,0.9090909090909091,212
1812,azir,mid,blue,0.5100671140939598,0.474025974025974,212
1811,gragas,jgl,blue,0.5704697986577181,0.8376623376623377,212
1810,zac,top,blue,,,212
1813,missfortune,adc,blue,,,212
1826,trundle,jgl,red,0.785234899328859,0.6558441558441559,214
1828,aphelios,adc,red,,,214
1827,corki,mid,red,,,214
1825,ornn,top,red,,,214
1829,janna,sup,red,,,214
1823,missfortune,adc,blue,,,214
1820,zac,top,blue,,,214
1824,braum,sup,blue,0.8322147651006712,0.8831168831168831,214
1822,azir,mid,blue,0.5100671140939598,0.4805194805194805,214
1821,gragas,jgl,blue,0.5704697986577181,0.8376623376623377,214
1838,aphelios,adc,red,,,215
1837,corki,mid,red,0.5973154362416108,0.45454545454545453,215
1836,trundle,jgl,red,0.7651006711409396,0.6493506493506493,215
1835,ornn,top,red,,,215
1839,janna,sup,red,,,215
1833,missfortune,adc,blue,,,215
1832,azir,mid,blue,,,215
1831,gragas,jgl,blue,0.5637583892617449,0.8376623376623377,215
1830,zac,top,blue,,,215
1834,braum,sup,blue,0.8456375838926175,0.8701298701298701,215
1849,janna,sup,red,,,216
1848,aphelios,adc,red,,,216
1847,corki,mid,red,,,216
1846,trundle,jgl,red,0.7449664429530202,0.6233766233766234,216
1845,ornn,top,red,,,216
1844,braum,sup,blue,0.8657718120805369,0.8506493506493507,216
1842,azir,mid,blue,0.5167785234899329,0.4935064935064935,216
1840,zac,top,blue,,,216
1843,missfortune,adc,blue,,,216
1841,gragas,jgl,blue,0.5570469798657718,0.8376623376623377,216
1859,janna,sup,red,,,217
1855,ornn,top,red,,,217
1858,aphelios,adc,red,,,217
1857,corki,mid,red,,,217
1856,trundle,jgl,red,0.7248322147651006,0.5974025974025974,217
1854,braum,sup,blue,,,217
1852,azir,mid,blue,,,217
1851,gragas,jgl,blue,0.5637583892617449,0.8376623376623377,217
1850,zac,top,blue,,,217
1853,missfortune,adc,blue,0.7919463087248322,0.9090909090909091,217
1869,janna,sup,red,,,218
1868,aphelios,adc,red,,,218
1867,corki,mid,red,0.5906040268456376,0.45454545454545453,218
1866,trundle,jgl,red,0.7181208053691275,0.564935064935065,218
1865,ornn,top,red,,,218
1863,missfortune,adc,blue,0.8053691275167785,0.9090909090909091,218
1862,azir,mid,blue,,,218
1861,gragas,jgl,blue,0.5436241610738255,0.8246753246753247,218
1860,zac,top,blue,,,218
1864,braum,sup,blue,0.9060402684563759,0.8246753246753247,218
1876,trundle,jgl,red,0.7248322147651006,0.538961038961039,219
1879,janna,sup,red,,,219
1878,aphelios,adc,red,,,219
1877,corki,mid,red,,,219
1875,ornn,top,red,,,219
1870,zac,top,blue,,,219
1873,missfortune,adc,blue,0.8053691275167785,0.8961038961038961,219
1872,azir,mid,blue,,,219
1871,gragas,jgl,blue,0.5302013422818792,0.8051948051948052,219
1874,braum,sup,blue,0.9194630872483222,0.8246753246753247,219
1886,trundle,jgl,red,0.7248322147651006,0.512987012987013,220
1889,janna,sup,red,,,220
1888,aphelios,adc,red,,,220
1887,corki,mid,red,,,220
1885,ornn,top,red,,,220
1884,braum,sup,blue,0.9194630872483222,0.8246753246753247,220
1883,missfortune,adc,blue,,,220
1882,azir,mid,blue,0.5369127516778524,0.5,220
1881,gragas,jgl,blue,0.5234899328859061,0.7857142857142857,220
1880,zac,top,blue,,,220
1898,aphelios,adc,red,,,221
1897,corki,mid,red,0.5637583892617449,0.43506493506493504,221
1896,trundle,jgl,red,0.7248322147651006,0.487012987012987,221
1895,ornn,top,red,,,221
1899,janna,sup,red,0.9865771812080537,0.12337662337662338,221
1893,missfortune,adc,blue,,,221
1892,azir,mid,blue,,,221
1891,gragas,jgl,blue,0.5167785234899329,0.7662337662337663,221
1890,zac,top,blue,,,221
1894,braum,sup,blue,0.9328859060402684,0.8246753246753247,221
1909,janna,sup,red,0.9865771812080537,0.14935064935064934,222
1908,aphelios,adc,red,,,222
1907,corki,mid,red,0.5771812080536913,0.43506493506493504,222
1906,trundle,jgl,red,0.7315436241610739,0.4675324675324675,222
1905,ornn,top,red,,,222
1904,braum,sup,blue,0.9328859060402684,0.8246753246753247,222
1902,azir,mid,blue,,,222
1901,gragas,jgl,blue,0.5100671140939598,0.7467532467532467,222
1900,zac,top,blue,,,222
1903,missfortune,adc,blue,,,222
1917,corki,mid,red,,,223
1919,janna,sup,red,0.9865771812080537,0.17532467532467533,223
1918,aphelios,adc,red,,,223
1916,trundle,jgl,red,0.738255033557047,0.44155844155844154,223
1915,ornn,top,red,,,223
1913,missfortune,adc,blue,,,223
1912,azir,mid,blue,0.5637583892617449,0.4805194805194805,223
1911,gragas,jgl,blue,0.5033557046979866,0.7207792207792207,223
1910,zac,top,blue,0.20134228187919462,0.18831168831168832,223
1914,braum,sup,blue,0.9328859060402684,0.8246753246753247,223
1929,janna,sup,red,0.9865771812080537,0.2012987012987013,224
1928,aphelios,adc,red,,,224
1926,trundle,jgl,red,0.7449664429530202,0.42207792207792205,224
1925,ornn,top,red,,,224
